nba_player_id,first_name,last_name,full_name,team_id,team_abbr,position,bio,headshot_url,active
1710,Mike,Bibby,Mike Bibby,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1710.png,False
76163,Ed,Biedenbach,Ed Biedenbach,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76163.png,False
2740,Andris,Biedrins,Andris Biedrins,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/2740.png,False
76164,Don,Bielke,Don Bielke,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76164.png,False
76165,Bob,Bigelow,Bob Bigelow,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76165.png,False
1497,Chauncey,Billups,Chauncey Billups,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1497.png,False
76166,Dave,Bing,Dave Bing,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76166.png,False
76167,Joe,Binion,Joe Binion,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76167.png,False
203920,Khem,Birch,Khem Birch,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/203920.png,False
1628444,Jabari,Bird,Jabari Bird,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1628444.png,False
76168,Jerry,Bird,Jerry Bird,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76168.png,False
1449,Larry,Bird,Larry Bird,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1449.png,False
76170,Otis,Birdsong,Otis Birdsong,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76170.png,False
76171,Gale,Bishop,Gale Bishop,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76171.png,False
1629048,Goga,Bitadze,Goga Bitadze,1610612753,ORL,,,https://cdn.nba.com/headshots/nba/latest/260x190/1629048.png,True
1641931,Onuralp,Bitim,Onuralp Bitim,1610612741,CHI,,,https://cdn.nba.com/headshots/nba/latest/260x190/1641931.png,True
202687,Bismack,Biyombo,Bismack Biyombo,1610612760,OKC,,,https://cdn.nba.com/headshots/nba/latest/260x190/202687.png,True
202357,Nemanja,Bjelica,Nemanja Bjelica,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/202357.png,False
76172,Uwe,Blab,Uwe Blab,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76172.png,False
1641710,Anthony,Black,Anthony Black,1610612753,ORL,,,https://cdn.nba.com/headshots/nba/latest/260x190/1641710.png,True
76173,Charlie,Black,Charlie Black,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76173.png,False
1641778,Leaky,Black,Leaky Black,1610612766,CHA,,,https://cdn.nba.com/headshots/nba/latest/260x190/1641778.png,True
76174,Norman,Black,Norman Black,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76174.png,False
204028,Tarik,Black,Tarik Black,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/204028.png,False
76175,Tom,Black,Tom Black,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76175.png,False
76176,Rolando,Blackman,Rolando Blackman,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76176.png,False
76180,Alex,Blackwell,Alex Blackwell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76180.png,False
76177,Cory,Blackwell,Cory Blackwell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76177.png,False
1806,James,Blackwell,James Blackwell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1806.png,False
76179,Nate,Blackwell,Nate Blackwell,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76179.png,False
201971,DeJuan,Blair,DeJuan Blair,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/201971.png,False
2581,Steve,Blake,Steve Blake,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/2581.png,False
202392,Marqus,Blakely,Marqus Blakely,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/202392.png,False
1628469,Antonio,Blakeney,Antonio Blakeney,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/1628469.png,False
200807,Will,Blalock,Will Blalock,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/200807.png,False
76182,George,Blaney,George Blaney,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76182.png,False
76183,Lance,Blanks,Lance Blanks,0,,,,https://cdn.nba.com/headshots/nba/latest/260x190/76183.png,False
